job title,agency,department,location,salary,search_keyword,extracted_salary
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Columbia, South Carolina
                    Columbia, South Carolina","Starting at $57,118 Per Year (GS 9-11)",Data Analyst,57118
Program Analyst,Federal Acquisition Service,General Services Administration,Anywhere in the U.S. (remote job),"Starting at $98,496 Per Year (GS 13)",Data Analyst,98496
Intelligence Research Specialist,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",Department of Justice,"Fairview Heights, Illinois
                    Fairview Heights, Illinois","Starting at $84,679 Per Year (GS 12)",Data Analyst,84679
Management Assistant,Veterans Health Administration,Department of Veterans Affairs,"San Antonio, Texas
                    San Antonio, Texas","Starting at $42,563 Per Year (GS 6)",Data Analyst,42563
"Budget Analyst, PD16R186 - HIV/AIDS Bureau",Health Resources and Services Administration,Department of Health and Human Services,"Rockville, Maryland
                    Rockville, Maryland","Starting at $78,592 Per Year (GS 11)",Data Analyst,78592
IT Specialist (Policy and Planning),U.S. Special Operations Command (Army),Department of the Army,"Fort Liberty, North Carolina
                    Fort Liberty, North Carolina","Starting at $86,293 Per Year (GS 12)",Data Analyst,86293
Financial Analyst,"Treasury, Departmental Offices",Department of the Treasury,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $130,210 Per Year (OR 53)",Data Analyst,130210
Financial Analyst,"Treasury, Departmental Offices",Department of the Treasury,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $130,210 Per Year (OR 53)",Data Analyst,130210
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $63,271 Per Year (GS 9)",Data Analyst,63271
Program Analyst,Office of Disability Employment Policy,Department of Labor,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $53,105 Per Year (GS 7)",Data Analyst,53105
Program Analyst,Office of Disability Employment Policy,Department of Labor,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $53,105 Per Year (GS 7)",Data Analyst,53105
IT SPECIALIST (PLCYPLN),Air National Guard Units,Department of the Air Force,"Pittsburgh, Pennsylvania
                    Pittsburgh, Pennsylvania","Starting at $59,015 Per Year (GS 9-11)",Data Analyst,59015
IT SPECIALIST (SYSADMIN),Army National Guard Units,Department of the Army,"Lincoln, Nebraska
                    Lincoln, Nebraska","Starting at $63,736 Per Year (GS 9-11)",Data Analyst,63736
Medical Records Administrator (Chief (CHIM)),Veterans Health Administration,Department of Veterans Affairs,"Chicago, Illinois
                    Chicago, Illinois","Starting at $109,732 Per Year (GS 13)",Data Analyst,109732
Asst Chief HIMS,Veterans Health Administration,Department of Veterans Affairs,"Location Negotiable After Selection,","Starting at $69,107 Per Year (GS 11)",Data Analyst,69107
Management Analyst,"Executive Director, Office of Acquisition and Logistics",Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $84,546 Per Year (GS 13)",Data Analyst,84546
Management & Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Bedford, Massachusetts
                    Bedford, Massachusetts","Starting at $64,251 Per Year (GS 9)",Data Analyst,64251
FINANCIAL MANAGEMENT ANALYST,Air National Guard Units,Department of the Air Force,"Fairchild AFB, Washington
                    Fairchild AFB, Washington","Starting at $57,118 Per Year (GS 9)",Data Analyst,57118
Management and Program Assistant (Office Automation) 12 Month Roster - Amended,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $36,118 Per Year (GS 5-6)",Data Analyst,36118
Financial Management Analyst,Internal Revenue Service,Department of the Treasury,"IRS Nationwide Locations,","Starting at $57,118 Per Year (GS 9-11)",Data Analyst,57118
Management Analyst (Employee Engagement)-BIL,Federal Railroad Administration,Department of Transportation,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $78,592 Per Year (GS 11-13)",Data Analyst,78592
Management and Program Analyst (12 MONTHS ROSTER) Amended,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $46,696 Per Year (GS 7-12)",Data Analyst,46696
Management and Program Analyst,Customs and Border Protection,Department of Homeland Security,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $132,368 Per Year (GS 14)",Data Analyst,132368
Program Support Asst (OA),Veterans Health Administration,Department of Veterans Affairs,"Columbia, South Carolina
                    Columbia, South Carolina","Starting at $42,022 Per Year (GS 6-7)",Data Analyst,42022
Program Analyst - Auditor,Veterans Health Administration,Department of Veterans Affairs,"Big Spring, Texas
                    Big Spring, Texas","Starting at $57,118 Per Year (GS 9)",Data Analyst,57118
Human Resources Analyst,Administrative Office of the U.S. Courts,Judicial Branch,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $71,533 Per Year (AD 00)",Data Analyst,71533
Management & Prog Analyst,Veterans Health Administration,Department of Veterans Affairs,"Pittsburgh, Pennsylvania
                    Pittsburgh, Pennsylvania","Starting at $48,247 Per Year (GS 7-9)",Data Analyst,48247
Health System Specialist,Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $82,830 Per Year (GS 12-13)",Data Analyst,82830
FINANCIAL MANAGEMENT ANALYST (TITLE 32),Air National Guard Units,Department of the Air Force,"Springfield, Illinois
                    Springfield, Illinois","Starting at $69,107 Per Year (GS 11)",Data Analyst,69107
Program Support Assistant,Veterans Health Administration,Department of Veterans Affairs,"Hines, Illinois
                    Hines, Illinois","Starting at $52,022 Per Year (GS 7)",Data Analyst,52022
Supervisory Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Las Vegas, Nevada
                    Las Vegas, Nevada","Starting at $58,226 Per Year (GS 9)",Data Analyst,58226
Program Support Assistant,Veterans Health Administration,Department of Veterans Affairs,"Hines, Illinois
                    Hines, Illinois","Starting at $52,022 Per Year (GS 7)",Data Analyst,52022
MANAGEMENT ANALYST,Air National Guard Units,Department of the Air Force,"Rickenbacker AFB, Ohio
                    Rickenbacker AFB, Ohio","Starting at $65,474 Per Year (GS 10)",Data Analyst,65474
"Tax Analyst (12 MONTH ROSTER) TEMP NTE 1 YEAR, MBE, MBMP",Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $69,107 Per Year (GS 11)",Data Analyst,69107
Management Analyst,Centers for Disease Control and Prevention,Department of Health and Human Services,Anywhere in the U.S. (remote job),"Starting at $82,830 Per Year (GS 12)",Data Analyst,82830
Management and Program Analyst,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $71,402 Per Year (GS 11-12)",Data Analyst,71402
PROGRAM ANALYST,HQ USAF and Support Elements,Department of the Air Force,"Arlington, Virginia
                    Arlington, Virginia","Starting at $112,015 Per Year (GS 13)",Data Analyst,112015
Management Analyst,Veterans Benefits Administration,Department of Veterans Affairs,"Waco, Texas
                    Waco, Texas","Starting at $82,830 Per Year (GS 12)",Data Analyst,82830
"Supervisory Public Health Analyst, Deputy Director - PD 16R134 - Office of Women's Health",Health Resources and Services Administration,Department of Health and Human Services,"Rockville, Maryland
                    Rockville, Maryland","Starting at $132,368 Per Year (GS 14)",Data Analyst,132368
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Shreveport, Louisiana
                    Shreveport, Louisiana","Starting at $82,830 Per Year (GS 12)",Data Analyst,82830
Management & Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Dallas, Texas
                    Dallas, Texas","Starting at $74,961 Per Year (GS 11)",Data Analyst,74961
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Louisville, Kentucky
                    Louisville, Kentucky","Starting at $46,696 Per Year (GS 7-9)",Data Analyst,46696
IT SPECIALIST (PLCYPLN),Air National Guard Units,Department of the Air Force,"Lincoln, Nebraska
                    Lincoln, Nebraska","Starting at $53,309 Per Year (GS 7-11)",Data Analyst,53309
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $69,107 Per Year (GS 11)",Data Analyst,69107
Africa Counterterrorism Analyst,Office of the Director of National Intelligence,Other Agencies and Independent Organizations,"McLean, Virginia
                    McLean, Virginia","Starting at $94,199 Per Year (GS 12-13)",Data Analyst,94199
IT Specialist (Customer Support) (12-Month Register),Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $46,696 Per Year (GS 7-12)",Data Analyst,46696
SUPERVISORY SUPPLY SYSTEMS ANALYST (TITLE 32),Army National Guard Units,Department of the Army,"Springfield, Illinois
                    Springfield, Illinois","Starting at $57,118 Per Year (GS 9)",Data Analyst,57118
Supervisory Budget Analyst,Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $98,496 Per Year (GS 13)",Data Analyst,98496
Program Support Assistant (Office Automation),Veterans Health Administration,Department of Veterans Affairs,"Winter Park, Florida
                    Winter Park, Florida","Starting at $46,696 Per Year (GS 7)",Data Analyst,46696
Management Analyst,Veterans Health Administration,Department of Veterans Affairs,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $94,199 Per Year (GS 12-13)",Data Analyst,94199
IT SPECIALIST (NETWORK),Army National Guard Units,Department of the Army,"Lincoln, Nebraska
                    Lincoln, Nebraska","Starting at $82,830 Per Year (GS 12)",Data Analyst,82830
Program Analyst,Department of Defense Education Activity,Department of Defense,"Alexandria, Virginia
                    Alexandria, Virginia","Starting at $78,592 Per Year (GS 11-13)",Data Analyst,78592
BUDGET ANALYST (TITLE 5),Army National Guard Units,Department of the Army,"Springfield, Illinois
                    Springfield, Illinois","Starting at $57,118 Per Year (GS 9)",Data Analyst,57118
FINANCIAL MANAGEMENT SPECIALIST,Air Force Civilian Career Training,Department of the Air Force,Multiple Locations,"Starting at $46,696 Per Year (GS 7-9)",Data Analyst,46696
Budget Analyst,Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $69,107 Per Year (GS 11-12)",Data Analyst,69107
Management Analyst,Veterans Benefits Administration,Department of Veterans Affairs,"Winston-Salem, North Carolina
                    Winston-Salem, North Carolina","Starting at $82,830 Per Year (GS 12)",Data Analyst,82830
Management & Program Analyst,Centers for Disease Control and Prevention,Department of Health and Human Services,Anywhere in the U.S. (remote job),"Starting at $82,830 Per Year (GS 12)",Data Analyst,82830
Management Analyst,Veterans Benefits Administration,Department of Veterans Affairs,"Columbia, South Carolina
                    Columbia, South Carolina","Starting at $57,118 Per Year (GS 9-11)",Data Analyst,57118
"Tax Analyst - 12 month Roster NTE, 1 Year",Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $82,830 Per Year (GS 12-13)",Data Analyst,82830
Management and Program Analyst,U.S. Marshals Service,Department of Justice,"Arlington, Virginia
                    Arlington, Virginia","Starting at $94,199 Per Year (GS 12-13)",Data Analyst,94199
Tax Analyst,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $57,118 Per Year (GS 9-11)",Data Analyst,57118
Tax Analyst,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $82,830 Per Year (GS 12-13)",Data Analyst,82830
Accountant,Bonneville Power Administration,Department of Energy,"Portland, Oregon
                    Portland, Oregon","Starting at $105,666 Per Year (GS 13)",Data Analyst,105666
Accountant,Bonneville Power Administration,Department of Energy,"Portland, Oregon
                    Portland, Oregon","Starting at $105,666 Per Year (GS 13)",Data Analyst,105666
